index,donation,gender,age,edu,spouse,housing,nfamily,inc
2139,100000,1,57,6,2,31,64,650
2140,800000,2,56,4,2,31,64,650
2141,10000,2,43,7,2,31,63,678
2142,5000,1,18,3,1,31,62,678
2143,10000,1,58,6,2,31,64,678
2144,100000,2,56,5,2,31,64,678
2145,2000000,1,60,7,2,31,62,678
2146,60000,2,51,5,2,31,63,640
2147,240000,2,54,3,5,31,63,660
2148,20000,1,68,7,2,31,62,650
2149,360000,2,64,5,2,31,63,660
2150,5000,2,28,4,1,32,61,630
2151,12000,2,41,4,4,33,61,620
2152,120000,1,55,5,2,31,63,630
2153,60000,2,53,3,2,32,63,640
2154,60000,2,22,5,1,32,63,640
2155,240000,2,19,5,1,31,63,678
2156,100000,1,69,3,2,31,62,640
2157,240000,1,56,6,2,32,62,640
2158,360000,1,36,4,4,31,61,640
2159,30000,2,27,4,1,31,63,650
2160,360000,1,48,3,1,31,61,620
2161,240000,2,38,6,2,31,64,650
2162,1000000,1,76,4,2,31,62,620
2163,20000,2,60,3,2,31,63,630
2164,60000,2,31,5,1,31,63,630
2165,480000,1,52,5,2,31,64,660
2166,480000,2,43,3,2,31,64,660
2167,360000,1,40,4,2,31,64,650
2168,360000,1,16,3,1,31,64,650
2169,360000,1,15,2,1,31,64,650
2170,20000,1,58,5,2,31,64,678
2171,120000,2,24,5,1,33,61,610
2172,500000,2,25,5,1,33,61,620
2173,360000,2,20,5,1,33,61,610
2174,60000,2,55,3,4,32,62,620
2175,60000,1,23,5,1,32,62,620
2176,120000,2,65,5,2,34,62,630
2177,30000,1,44,7,2,31,63,660
2178,240000,2,42,6,2,31,63,660
2179,120000,2,36,5,2,31,62,660
2180,120000,1,40,5,2,31,64,678
2181,100000,2,49,5,1,31,61,640
2182,120000,1,35,5,2,31,63,660
2183,360000,1,49,5,2,31,64,660
2184,360000,2,60,5,2,31,63,660
2185,360000,1,25,5,2,31,63,660
2186,360000,2,25,5,1,31,63,660
2187,720000,1,47,7,2,31,64,678
2188,180000,1,61,3,2,32,62,640
2189,600000,1,53,3,2,31,62,678
2190,120000,1,33,5,2,31,62,678
2191,10000,2,30,5,2,31,62,678
2192,20000,2,23,5,1,32,64,640
2193,10000,2,27,5,1,34,62,620
2194,240000,2,64,4,5,31,61,640
2195,100000,1,71,2,2,31,62,610
2196,240000,2,42,3,2,31,64,640
2197,10000,1,29,5,1,32,63,620
2198,30000,2,35,3,2,33,64,650
2199,180000,1,66,5,2,33,63,620
2200,360000,1,48,5,2,31,63,640
2201,100000,1,41,3,2,33,63,650
2202,240000,1,48,5,2,31,64,660
2203,600000,2,49,6,2,31,64,660
2204,120000,2,35,5,2,32,63,650
2205,20000,2,29,5,1,31,64,650
2206,360000,1,52,3,2,33,61,650
2207,360000,1,72,5,2,31,62,640
2208,240000,2,67,3,2,31,62,640
2209,240000,2,55,6,2,31,62,678
2210,480000,2,39,4,2,31,64,678
2211,1200000,1,45,3,2,31,64,678
2212,240000,2,13,2,1,31,64,678
2213,120000,2,26,5,1,31,64,678
2214,240000,1,58,5,4,31,61,660
2215,20000,2,53,5,2,32,63,678
2216,20000,1,23,3,1,32,63,678
2217,10000,1,51,4,4,32,61,650
2218,10000,1,39,5,2,32,63,678
2219,50000,1,63,4,2,31,63,640
2220,20000,1,59,3,2,31,62,630
2221,30000,2,58,3,2,31,62,630
2222,10000,2,72,1,2,31,63,630
2223,1060000,2,55,4,2,31,62,650
2224,120000,2,49,5,2,31,64,650
2225,480000,1,50,5,2,31,64,650
2226,240000,1,67,3,2,31,62,620
2227,240000,2,61,4,2,31,62,650
2228,120000,2,39,3,2,31,64,650
2229,120000,1,34,5,2,31,63,630
2230,120000,2,40,4,2,31,63,630
2231,180000,1,50,5,4,31,61,640
2232,120000,1,48,4,2,31,64,660
2233,360000,1,49,5,2,31,64,640
2234,36000,1,15,3,1,31,64,640
2235,1320000,1,54,5,2,31,62,640
2236,240000,2,41,6,4,31,63,620
2237,60000,2,13,2,1,31,63,620
2238,10000,1,48,4,2,31,63,630
2239,150000,1,33,5,1,31,63,630
2240,120000,2,39,4,2,31,64,660
2241,30000,1,37,3,2,31,62,630
2242,120000,1,48,5,2,32,64,640
2243,200000,2,43,3,4,31,64,620
2244,60000,1,41,3,4,31,64,620
2245,600000,1,48,5,2,31,63,650
2246,240000,2,48,5,2,31,63,650
2247,60000,1,18,3,1,31,63,650
2248,220000,2,33,5,1,31,62,620
2249,600000,2,41,4,2,31,64,678
2250,120000,1,43,5,2,31,64,650
2251,20000,2,15,2,1,31,64,650
2252,40000,2,60,5,2,31,63,660
2253,430000,2,38,4,2,31,64,650
2254,20000,1,45,3,2,31,64,650
2255,1000000,1,78,3,2,31,62,620
2256,120000,2,35,5,2,31,64,630
2257,100000,1,38,5,1,32,63,630
2258,360000,1,52,4,2,31,61,650
2259,200000,1,47,3,2,31,62,640
2260,60000,1,52,6,2,31,64,678
2261,60000,2,45,3,2,31,64,630
2262,10000,2,42,5,2,31,63,678
2263,240000,1,44,5,2,31,64,678
2264,600000,2,43,5,2,31,64,678
2265,100000,1,68,3,2,31,62,640
2266,240000,1,53,5,4,31,62,678
2267,180000,1,56,5,2,31,62,678
2268,180000,2,54,6,2,31,62,678
2269,240000,2,60,3,2,31,63,678
2270,20000,1,40,5,2,31,63,640
2271,300000,2,56,5,2,31,62,640
2272,3000,1,30,3,1,31,63,610
2273,1000,1,28,3,1,31,62,610
2274,100000,2,42,6,1,31,63,640
2275,120000,1,42,5,2,35,64,630
2276,120000,2,34,3,2,35,64,630
2277,50000,1,67,1,2,31,62,620
2278,20000,1,63,2,2,31,62,620
2279,120000,1,35,4,2,32,62,640
2280,120000,2,35,5,2,32,62,640
2281,360000,2,40,4,2,31,62,640
2282,360000,1,59,5,2,31,62,650
2283,10000,2,18,3,1,32,64,620
2284,10000,2,17,3,1,32,64,620
2285,360000,2,28,5,1,33,61,630
2286,960000,1,38,4,2,31,63,640
2287,600000,1,53,5,2,31,64,678
2288,120000,2,48,5,1,31,62,640
2289,50000,1,48,5,2,31,64,620
2290,480000,2,33,5,2,31,63,650
2291,120000,2,34,5,1,32,61,640
2292,70000,2,26,4,1,33,61,630
2293,300000,1,53,6,2,31,63,650
2294,30000,2,28,3,1,31,64,620
2295,3000,2,17,3,1,31,64,630
2296,110000,1,30,4,1,33,62,610
2297,240000,2,58,3,5,33,62,610
2298,120000,2,54,4,2,32,64,640
2299,50000,2,19,5,1,33,62,640
2300,240000,1,31,5,1,33,61,650
2301,120000,1,54,7,2,32,64,678
2302,750000,2,50,5,2,32,64,678
2303,100000,1,42,5,2,31,64,660
2304,100000,2,40,5,2,31,64,660
2305,50000,1,60,4,2,31,62,630
2306,120000,2,28,5,1,31,63,660
2307,600000,1,49,7,2,32,64,660
2308,240000,2,46,7,2,32,64,660
2309,30000,2,46,4,2,31,64,678
2310,30000,2,16,3,1,31,64,678
2311,100000,1,62,4,2,31,63,630
2312,40000,1,58,3,1,33,61,610
2313,60000,1,43,4,2,33,62,640
2314,636000,1,45,4,2,31,62,678
2315,360000,2,44,5,2,31,62,678
2316,60000,1,64,3,2,31,63,650
2317,50000,2,61,3,2,31,63,650
2318,300000,1,33,5,2,32,62,630
2319,20004,2,41,5,1,31,61,660
2320,120000,1,35,5,2,31,63,678
2321,60000,1,45,4,2,31,62,678
2322,200000,1,50,7,2,32,63,650
2323,50000,1,46,4,2,32,64,650
2324,10000,1,29,5,1,31,63,678
2325,240000,1,59,5,2,31,64,640
2326,120000,2,51,4,2,31,64,678
2327,300000,1,20,4,1,31,64,678
2328,120000,1,42,3,1,31,63,630
2329,20000,2,48,5,2,31,64,678
2330,240000,1,42,5,2,31,63,640
2331,100000,2,32,5,2,33,64,640
2332,130000,1,54,4,2,31,62,650
2333,240000,2,41,5,2,32,63,660
2334,200000,2,39,4,2,32,63,678
2335,240000,2,36,6,2,31,64,678
2336,120000,1,34,5,2,31,64,678
2337,240000,1,36,5,2,31,63,678
2338,120000,1,46,6,2,31,64,630
2339,30000,2,35,7,2,32,62,678
2340,100000,2,47,7,2,31,64,678
2341,1200000,2,48,5,2,32,64,678
2342,10000,1,61,7,2,31,63,660
2343,30000,2,48,3,2,32,63,630
2344,1000000,1,38,5,2,32,62,678
2345,120000,2,29,4,1,31,62,630
2346,120000,1,37,5,2,32,63,630
2347,240000,2,33,5,2,32,63,630
2348,15000,1,55,3,2,31,63,620
2349,10000,1,16,3,1,31,64,660
2350,400000,1,51,7,2,32,62,678
2351,120000,1,42,5,2,31,64,678
2352,120000,1,58,7,2,31,62,678
2353,240000,2,37,5,2,31,63,660
2354,30000,2,47,5,2,31,64,678
2355,490000,1,65,7,2,31,63,678
2356,80000,2,29,6,1,31,63,678
2357,240000,1,50,6,2,31,64,678
2358,240000,2,49,4,2,31,64,678
2359,100000,2,59,3,2,31,62,640
2360,100000,1,78,3,2,31,63,630
2361,200000,1,44,5,1,31,63,630
2362,300000,1,64,5,5,33,61,678
2363,60000,2,40,3,2,32,64,660
2364,50000,2,50,4,1,31,61,630
2365,100000,2,59,4,3,34,62,630
2366,240000,1,53,3,2,33,61,620
2367,300000,1,37,6,1,32,61,678
2368,96000,1,31,6,1,32,61,630
2369,1200000,1,39,6,2,31,63,660
2370,120000,2,42,4,2,31,64,660
2371,400000,1,48,5,2,31,64,678
2372,120000,1,48,6,2,32,64,660
2373,36000,2,46,5,2,32,64,660
2374,300000,1,43,5,2,31,64,678
2375,120000,2,42,5,2,31,64,678
2376,30000,1,45,5,2,31,64,678
2377,360000,2,46,4,2,31,64,678
2378,400000,1,60,4,2,31,64,630
2379,120000,1,44,5,2,31,64,640
2380,125000,2,44,5,2,31,64,640
2381,50000,1,49,5,2,31,63,678
2382,240000,1,55,5,2,31,64,678
2383,240000,2,53,3,2,31,64,678
2384,120000,1,44,5,2,31,63,678
2385,100000,1,49,5,2,31,64,678
2386,120000,2,16,3,1,31,64,678
2387,240000,2,33,5,2,31,64,650
2388,240000,2,49,5,2,33,64,678
2389,360000,1,51,5,2,33,64,678
2390,100000,2,61,4,2,31,64,650
2391,20000,2,62,1,2,31,62,620
2392,300000,1,55,4,2,31,63,640
2393,360000,2,41,4,2,31,64,678
2394,50000,1,33,5,2,33,64,640
2395,100000,1,43,4,4,33,61,630
2396,10000,1,55,3,2,31,62,630
2397,36000,2,55,2,2,31,62,630
2398,80000,2,67,2,2,31,62,640
2399,240000,2,33,5,1,31,63,660
2400,27000,1,74,2,5,33,61,610
2401,100000,1,27,5,1,32,61,630
2402,240000,2,68,2,2,31,62,620
2403,360000,1,39,3,2,32,62,678
2404,10000,1,47,5,2,31,64,660
2405,20000,2,45,4,2,31,64,660
2406,360000,1,60,3,2,31,62,630
2407,144000,1,50,5,2,33,64,620
2408,46000,2,51,3,2,31,62,630
2409,240000,1,54,3,2,31,64,678
2410,120000,1,30,5,1,31,62,620
2411,10000,1,51,3,2,31,64,678
2412,158000,2,37,7,2,32,62,678
2413,120000,2,45,7,1,31,62,678
2414,240000,2,32,5,2,33,62,678
2415,240000,1,65,3,2,32,62,630
2416,120000,1,48,5,2,31,64,678
2417,60000,1,59,3,5,31,64,678
2418,20000,1,49,5,2,31,63,678
2419,120000,2,46,5,2,31,63,678
2420,360000,2,56,4,2,31,63,678
2421,240000,1,43,5,2,31,63,640
2422,75000,2,40,5,2,31,63,640
2423,500000,1,62,3,2,31,62,650
2424,40000,2,37,5,2,31,64,640
2425,210000,2,38,5,2,31,64,678
2426,10000,1,53,4,2,31,64,640
2427,120000,2,27,5,1,31,64,640
2428,20000,1,24,4,1,31,64,640
2429,300000,1,37,5,1,31,63,630
2430,240000,2,62,3,4,32,62,630
2431,100000,1,52,3,4,33,61,630
2432,1300000,2,78,1,5,31,61,610
2433,180000,1,58,3,2,31,63,678
2434,30000,2,57,3,2,31,63,678
2435,2000000,2,44,5,2,33,61,678
2436,200000,2,62,4,2,31,62,630
2437,500000,1,54,5,2,31,62,630
2438,960000,1,54,6,2,31,64,678
2439,360000,2,53,5,2,31,64,678
2440,120000,1,35,5,2,33,62,650
2441,200000,1,54,5,2,31,61,678
2442,10000,1,41,5,2,31,63,660
2443,120000,1,40,4,2,32,64,650
2444,36000,1,37,5,2,31,64,678
2445,100000,2,45,5,2,31,63,678
2446,100000,2,16,3,1,31,63,678
2447,600000,1,72,5,2,31,63,678
2448,100000,2,43,5,2,31,64,678
2449,15000,2,47,5,2,31,62,640
2450,600000,1,63,3,2,31,62,650
2451,360000,2,61,3,2,31,62,650
2452,360000,1,68,5,2,31,62,660
2453,360000,2,64,4,2,31,62,660
2454,180000,2,53,3,2,31,63,678
2455,480000,1,57,4,2,31,63,650
2456,60000,1,30,4,1,31,63,650
2457,50000,2,38,3,1,33,61,610
2458,100000,2,53,3,2,31,63,660
2459,360000,1,47,4,1,31,62,620
2460,1200000,2,50,6,2,31,62,678
2461,240000,1,39,7,2,31,64,650
2462,20000,1,69,1,2,32,64,660
2463,120000,2,38,6,2,31,62,650
2464,360000,1,44,5,1,33,62,640
2465,360000,1,35,5,2,32,63,650
2466,360000,2,42,4,2,31,64,640
2467,360000,1,37,4,2,31,64,640
2468,360000,2,37,5,2,31,64,640
2469,156000,2,38,5,2,32,62,640
2470,120000,2,50,3,1,33,61,610
2471,10000,1,38,4,2,31,64,650
2472,360000,2,54,5,2,31,62,630
2473,240000,2,37,3,2,33,62,630
2474,30000,2,37,4,2,31,63,660
2475,100000,2,41,5,2,31,62,620
2476,5000,2,15,2,1,31,64,678
2477,480000,2,39,6,4,33,61,620
2478,20000,1,41,6,2,31,64,660
2479,400000,1,60,3,4,34,61,610
2480,120000,1,38,5,2,32,63,630
2481,390000,1,39,5,2,31,64,660
2482,390000,2,38,5,2,31,64,660
2483,12000,2,48,5,2,31,64,640
2484,20000,2,24,4,1,31,64,640
2485,30000,2,21,5,1,31,64,640
2486,300000,1,40,5,2,31,64,660
2487,1500000,1,47,4,2,31,62,678
2488,120000,1,42,6,2,31,64,678
2489,240000,2,40,6,2,31,64,678
2490,120000,1,55,4,2,31,63,678
2491,120000,2,53,3,2,32,64,660
2492,600000,2,43,3,2,31,64,650
2493,30000,1,41,5,1,31,63,630
2494,360000,2,62,1,4,33,62,630
2495,360000,2,43,3,1,33,62,630
2496,1000,1,15,2,1,31,64,678
2497,240000,1,40,6,2,31,62,620
2498,540000,1,60,3,2,31,63,660
2499,300000,2,55,3,2,31,63,660
2500,1200000,1,65,4,2,31,62,640
2501,360000,1,40,5,2,31,64,678
2502,120000,1,51,5,2,31,64,678
2503,120000,1,54,3,3,31,63,660
2504,50000,2,22,5,1,31,63,660
2505,130000,2,22,5,1,33,63,678
2506,360000,1,74,3,2,31,62,620
2507,240000,2,54,3,2,31,63,678
2508,120000,1,30,3,4,33,61,650
2509,240000,1,55,3,4,33,61,630
2510,100000,2,28,3,1,32,63,620
2511,120000,1,49,3,2,33,64,630
2512,600000,2,56,5,2,31,62,640
2513,720000,2,65,3,5,31,61,620
2514,120000,1,56,3,2,31,63,650
2515,1000000,1,46,5,2,31,63,678
2516,15000,2,41,3,2,32,64,660
2517,100000,1,24,3,4,35,61,630
2518,50000,2,34,5,1,31,63,650
2519,20000,1,26,4,1,33,62,640
2520,20000,1,28,4,1,33,62,640
2521,500000,1,26,4,1,33,61,640
2522,240000,2,45,4,4,31,62,630
2523,10000,1,44,5,2,31,62,650
2524,100000,1,60,3,2,31,63,620
2525,180000,2,58,3,2,31,63,620
2526,10000,1,31,3,2,31,63,630
2527,60000,2,42,4,2,31,64,650
2528,220000,1,73,3,2,31,62,640
2529,300000,2,54,3,2,31,63,660
2530,10000,1,64,3,2,31,62,630
2531,100000,2,62,3,2,31,62,630
2532,20000,2,30,5,1,31,63,620
2533,500000,1,48,5,2,31,64,678
2534,10000,2,53,3,2,31,63,640
2535,120000,1,56,3,2,31,63,640
2536,360000,1,54,4,2,31,63,660
2537,540000,1,49,3,2,31,62,660
2538,30000,1,52,4,2,33,63,620
2539,360000,2,43,5,2,31,64,678
2540,360000,2,49,4,2,31,63,660
2541,120000,2,41,5,1,31,63,660
2542,10000,1,41,4,2,31,63,650
2543,40000,2,39,5,2,31,64,678
2544,140000,1,57,3,2,31,63,678
2545,100000,1,42,4,2,31,64,640
2546,240000,1,62,4,2,31,63,678
2547,360000,2,34,6,2,31,63,678
2548,10000,1,65,5,2,31,62,630
2549,20000,1,51,6,2,31,64,678
2550,20000,2,53,5,2,33,62,640
2551,40000,1,64,4,2,31,62,640
2552,240000,1,50,3,2,33,63,650
2553,30000,1,50,3,4,31,63,630
2554,120000,1,56,5,2,33,63,678
2555,240000,2,39,3,2,31,64,630
2556,360000,2,43,5,2,31,63,678
2557,60000,1,45,4,2,31,64,650
2558,360000,2,44,3,2,31,64,650
2559,240000,1,48,5,2,31,63,660
2560,240000,2,43,5,2,31,63,660
2561,40000,2,15,3,1,31,63,660
2562,360000,1,43,4,2,31,64,678
2563,10000,2,41,5,2,31,64,678
2564,30006,1,42,3,2,31,63,630
2565,120000,1,54,5,2,31,61,640
2566,120000,1,64,3,2,31,63,630
2567,120000,1,43,4,2,32,62,640
2568,120000,1,51,2,2,31,62,678
2569,50000,1,61,3,2,31,63,610
2570,500000,1,43,4,2,31,63,678
2571,360000,2,40,4,2,31,63,678
2572,100000,2,29,4,1,31,62,630
2573,120000,2,69,2,2,31,62,630
2574,30000,1,75,1,2,31,62,620
2575,30000,2,73,1,2,31,62,620
2576,1020000,2,40,4,1,31,63,620
2577,960000,1,42,4,2,31,63,650
2578,960000,2,42,4,2,31,63,650
2579,120000,1,52,4,4,33,61,630
2580,200000,2,63,3,2,31,64,640
2581,100000,2,33,4,1,31,64,640
2582,720000,1,69,2,2,31,62,610
2583,1000000,1,52,5,2,31,63,678
2584,360000,1,66,2,2,31,62,620
2585,360000,1,49,3,2,31,63,660
2586,360000,2,49,3,2,31,63,660
2587,240000,1,57,6,2,32,64,650
2588,240000,2,52,5,2,32,64,650
2589,12000,2,21,5,1,32,64,650
2590,210000,2,67,3,3,31,61,620
2591,30000,2,53,5,2,33,64,630
2592,120000,2,15,3,1,35,64,678
2593,100000,1,50,6,2,31,63,660
2594,120000,2,47,6,2,31,64,678
2595,240000,2,42,5,2,31,64,678
2596,780000,1,40,4,1,31,61,650
2597,240000,2,59,5,4,31,62,640
2598,130000,1,40,3,2,31,64,640
2599,360000,2,45,4,1,31,62,678
2600,360000,2,71,1,4,31,62,678
2601,120000,1,61,3,2,31,63,630
2602,250000,1,67,4,2,31,62,620
2603,10000,2,54,4,2,31,64,620
2604,50000,1,64,3,2,31,63,660
2605,120000,2,55,3,2,31,62,620
2606,120000,2,23,5,1,33,61,640
2607,240000,2,30,4,1,33,61,678
2608,120000,1,49,4,4,34,61,630
2609,100000,1,66,3,4,31,61,630
2610,40000,1,28,5,1,33,61,630
2611,240000,1,42,3,1,33,61,640
2612,240000,1,68,1,2,31,64,630
2613,240000,1,38,5,1,31,64,630
2614,50000,1,25,5,1,33,61,620
2615,200000,1,43,5,2,33,61,660
2616,10000,2,46,4,1,35,62,610
2617,200000,2,68,1,5,35,62,610
2618,120000,2,44,5,2,32,64,650
2619,60000,1,68,2,2,31,62,630
2620,60000,1,70,2,2,33,62,630
2621,240000,1,44,5,4,33,61,678
2622,30000,1,49,4,2,31,61,650
2623,360000,2,39,2,1,32,61,650
2624,360000,2,36,6,1,32,61,640
2625,200000,2,33,6,1,33,61,640
2626,60000,2,44,4,2,33,63,630
2627,50000,2,40,5,2,31,64,660
2628,120000,1,60,2,2,31,62,650
2629,50000,1,37,5,2,31,64,630
2630,100000,2,51,4,2,32,63,660
2631,100000,1,65,5,2,31,63,678
2632,100000,1,38,5,1,31,63,678
2633,500000,2,29,5,1,32,62,620
2634,360000,2,34,5,1,31,62,650
2635,480000,2,45,4,2,31,63,650
2636,120000,1,15,3,1,31,63,650
2637,240000,2,61,3,2,31,62,640
2638,120000,1,51,2,2,31,62,640
2639,200000,1,43,7,2,31,64,650
2640,60000,2,65,1,2,31,62,640
2641,360000,2,46,5,2,31,64,650
2642,200000,1,43,5,2,31,64,650
2643,300000,1,69,1,2,31,64,620
2644,360000,1,28,4,1,31,61,640
2645,60000,1,39,5,2,31,64,640
2646,20000,2,57,3,5,31,61,620
2647,60000,1,66,3,2,31,62,630
2648,1200000,1,58,6,2,34,64,620
2649,1200000,2,54,4,2,34,64,620
2650,30000,2,47,3,4,33,61,630
2651,240000,1,13,2,1,31,63,640
2652,240000,2,32,6,1,31,61,640
2653,100000,1,69,0,2,31,61,660
2654,360000,1,42,6,3,31,63,640
2655,120000,1,65,5,2,31,63,620
2656,60000,2,38,6,2,31,63,650
2657,360000,1,69,3,2,31,62,630
2658,360000,2,66,1,2,31,62,630
2659,20000,2,27,4,2,32,63,640
2660,120000,2,29,5,1,32,62,630
2661,120000,1,49,3,2,31,61,630
2662,400000,2,56,3,2,31,63,678
2663,150000,2,32,5,1,31,64,650
2664,2500000,1,39,5,2,31,61,678
2665,120000,1,51,4,2,31,63,678
2666,120000,2,39,5,2,32,63,650
2667,50000,1,15,2,1,32,63,620
2668,240000,2,31,5,1,33,61,630
2669,120000,2,23,4,1,33,61,630
2670,100000,2,31,3,1,35,61,630
2671,600000,2,46,5,1,33,61,630
2672,3000000,2,28,5,1,33,61,640
2673,360000,2,24,5,1,33,61,640
2674,5000,1,45,5,2,32,64,678
2675,200000,2,43,5,2,33,62,630
2676,120000,1,62,7,2,31,62,650
2677,10000,2,44,5,2,31,63,660
2678,240000,2,43,5,2,31,64,678
2679,200000,1,63,5,2,32,62,630
2680,10000,2,40,5,1,31,62,650
2681,240000,1,49,3,1,31,62,610
2682,480000,2,33,4,2,32,64,630
2683,10000,2,74,1,5,35,61,610
2684,120000,2,81,4,5,33,61,620
2685,10000,2,59,2,4,33,61,610
2686,30000,1,80,5,5,33,61,610
2687,1080000,2,63,3,2,33,63,620
2688,30000,2,27,3,1,33,63,620
2689,10000,2,64,4,2,33,62,640
2690,360000,2,36,7,1,32,61,640
2691,100000,2,60,7,2,31,63,678
2692,480000,2,45,3,2,32,62,660
2693,500000,1,44,5,2,32,62,660
2694,360000,1,40,4,2,31,64,678
2695,120000,2,63,4,2,31,62,660
2696,60000,2,76,3,2,32,61,620
2697,360000,1,64,5,2,31,62,650
2698,200000,2,44,6,2,31,64,678
2699,360000,2,49,5,2,31,62,660
2700,120000,2,38,6,2,32,62,660
2701,120000,2,52,5,4,31,62,640
2702,1200000,1,62,7,2,31,64,678
2703,2000000,2,52,7,2,31,64,678
2704,20000,2,41,6,2,32,62,640
2705,540000,2,46,7,2,31,63,678
2706,720000,1,48,7,2,31,63,678
2707,1200000,1,38,5,2,31,64,660
2708,240000,2,46,5,2,31,63,660
2709,600000,2,45,4,1,31,61,650
2710,10000,1,78,3,2,34,62,620
2711,20000,2,69,3,2,34,62,620
2712,600000,2,36,7,2,31,63,650
2713,360000,2,48,4,2,32,63,610
2714,48000,1,58,5,2,31,62,640
2715,120000,2,31,6,2,32,62,678
2716,120000,1,71,3,2,31,62,620
2717,120000,2,64,3,2,31,62,620
2718,240000,2,53,3,4,31,61,640
2719,60000,2,56,7,2,31,63,660
2720,240000,1,40,5,2,31,63,650
2721,240000,1,30,5,1,35,61,640
2722,240000,1,43,4,2,31,63,640
2723,120000,1,68,4,2,31,63,678
2724,1200000,2,66,3,2,31,63,678
2725,1000000,1,45,7,2,31,64,678
2726,240000,2,46,6,2,31,64,678
2727,120000,1,32,5,2,31,63,678
2728,600000,1,46,5,2,31,64,678
2729,120000,1,29,5,1,35,61,610
2730,360000,2,46,6,4,32,61,630
2731,100000,1,44,5,2,31,64,678
2732,30000,2,44,5,2,31,64,678
2733,10000,2,13,2,1,31,64,678
2734,600000,2,40,5,2,31,62,640
2735,60000,1,55,5,2,31,63,678
2736,60000,2,57,4,2,31,63,678
2737,60000,1,42,6,2,32,64,678
2738,60000,2,31,3,2,32,64,678
2739,240000,2,40,4,1,31,63,650
2740,55000,1,49,5,2,31,63,650
2741,100000,2,44,6,2,31,63,650
2742,2000000,1,46,6,2,32,64,678
2743,1080000,2,43,5,2,32,64,678
2744,120000,2,46,6,2,32,63,630
2745,500000,1,60,6,2,31,63,678
2746,300000,2,32,5,1,31,63,678
2747,24000,1,14,2,1,32,63,678
2748,600000,1,47,6,2,31,64,678
2749,60000,2,14,2,1,31,64,678
2750,360000,2,35,5,1,33,61,640
2751,120000,2,21,5,1,32,64,640
2752,50000,1,41,6,2,31,62,640
2753,180000,2,42,4,2,31,62,640
2754,240000,2,44,4,2,32,64,678
2755,360000,2,42,5,2,31,64,640
2756,120000,2,65,4,2,31,62,640
2757,258000,2,56,5,2,31,62,678
2758,1000000,2,62,6,4,31,62,640
2759,240000,1,55,6,2,31,64,678
2760,360000,2,47,6,2,31,64,678
2761,60000,2,19,5,1,31,64,678
2762,300000,2,38,5,2,32,61,620
2763,700000,2,50,5,2,31,63,678
2764,1010000,1,56,6,2,31,64,660
2765,120000,1,23,5,1,31,64,660
2766,360000,2,41,5,2,32,64,678
2767,360000,2,23,5,1,31,63,678
2768,360000,1,52,6,2,33,61,678
2769,180000,2,33,6,1,33,61,630
2770,2400000,1,58,5,2,31,63,678
2771,20000,2,45,6,2,31,63,678
2772,10000,1,55,5,2,31,64,678
2773,120000,2,36,5,2,32,63,660
2774,100000,1,54,5,2,31,63,678
2775,360000,1,58,5,2,31,62,678
2776,42000,2,54,5,2,33,62,678
2777,240000,1,49,6,2,31,64,678
2778,10000,1,50,5,2,31,63,660
2779,10000,1,67,6,2,31,62,630
2780,10000,2,65,3,2,31,62,630
2781,1000000,1,44,5,2,31,64,678
2782,1840000,2,40,5,2,31,64,678
2783,120000,2,14,2,1,31,64,678
2784,1200000,1,46,7,2,31,61,678
2785,150000,1,49,5,2,31,63,650
2786,200000,2,48,5,2,31,63,650
2787,600000,1,38,6,2,31,62,640
2788,600000,2,38,4,2,31,62,640
2789,20000,2,14,2,1,31,64,660
2790,400000,1,45,5,2,32,62,660
2791,360000,2,44,5,2,32,62,660
2792,20000,1,59,5,2,31,63,660
2793,10000,2,51,3,2,31,63,660
2794,32500,2,27,5,1,31,63,660
2795,100000,1,37,3,2,33,64,620
2796,120000,2,38,5,2,31,62,678
2797,720000,2,43,5,2,31,64,678
2798,40000,1,46,5,2,31,63,678
2799,10002,2,41,5,2,31,63,678
2800,240000,1,43,5,2,31,63,678
2801,120000,2,40,6,2,31,63,678
2802,120000,2,45,4,2,31,64,650
2803,30000,2,37,5,2,31,63,650
2804,360000,1,44,4,2,31,64,660
2805,720000,2,41,5,2,31,64,660
2806,720000,1,52,5,2,31,62,678
2807,1800000,2,49,5,2,31,62,678
2808,400000,2,44,4,2,31,64,678
2809,360000,2,13,2,1,31,64,678
2810,1200000,1,47,7,2,32,62,650
2811,360000,2,50,6,2,31,64,678
2812,360000,1,56,4,2,31,64,678
2813,360000,1,46,5,2,31,62,678
2814,240012,2,45,5,2,31,62,678
2815,120000,1,45,7,2,31,64,660
2816,10000,1,58,5,2,31,64,650
2817,100000,2,36,4,2,33,62,650
2818,720000,1,50,5,2,32,64,650
2819,360000,2,15,3,1,32,64,650
2820,30000,2,40,5,2,33,64,660
2821,120000,1,41,5,2,31,62,660
2822,150000,1,47,6,2,32,63,678
2823,1000000,1,68,4,2,31,62,620
2824,300000,1,66,3,2,31,62,640
2825,60000,1,37,5,1,32,62,640
2826,360000,2,35,5,1,32,62,640
2827,120000,2,43,5,2,31,64,660
2828,20000,2,39,5,2,31,64,640
2829,50000,2,31,6,1,32,61,640
2830,240000,1,56,7,2,31,64,660
2831,30000,1,29,5,1,31,63,678
2832,360000,1,49,6,2,31,63,678
2833,120000,2,48,6,2,31,63,678
2834,120000,1,51,4,2,31,64,678
